fiscal_year,invoice_date,invoice_number,invoice_amount,payee,payment_date,payment_number,agency,expenditure_type,expenditure_category,spend_category,cost_center,project,program,grant_,fund,financing_source,region,extended_amount,ObjectId
2022,2/11/2022,2413971,1101.64,SIRCHIE AQUISITION COMPANY LLC,3/17/2022,1199126,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,1101.64,85060
2022,3/3/2022,2426434,901.2,THE PEAVEY CORPORATION,3/17/2022,1199129,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,901.2,85062
2022,3/1/2022,2426443,907.01,THOMSON REUTERS SCIENTIFIC INC,3/17/2022,1199226,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Contractual Non Professional Service Agreements                         ,,,,,General Fund,,,86.38,85064
2022,3/1/2022,2426443,907.01,THOMSON REUTERS SCIENTIFIC INC,3/17/2022,1199226,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Contractual Non Professional Service Agreements                         ,,,,,General Fund,,,820.63,85066
2022,2/24/2022,2426401,40,FARLEY PRINTING COMPANY INC,3/17/2022,1199118,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,40,85068
2022,10/28/2021,2368504,110.53,LOUISVILLE GAS & ELECTRIC COMPANY,10/29/2021,1174337,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,110.53,85427
2022,7/22/2021,2367462,8810.23,MOLDEX METRIC INC,10/28/2021,1174182,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Supplies,,,,,General Fund,,,8810.23,85435
2022,9/2/2021,2353586,246.45,UNIFIRST CORPORATION,10/28/2021,1174214,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Uniform Services,,,,,General Fund,,,246.45,85436
2022,10/1/2021,2353936,195.91,BEST STAMP & SEAL CO INC,10/27/2021,1173999,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,195.91,85825
2022,5/11/2021,2367652,4476.49,LOUISVILLE GAS & ELECTRIC COMPANY,10/27/2021,1174041,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,4476.49,85826
2022,8/31/2021,2364155,1600,G-FIT INC,10/27/2021,1173879,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,1600,85827
2022,7/31/2021,2364151,1840,G-FIT INC,10/27/2021,1173879,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,1840,85828
2022,9/2/2021,2354085,6400,FORENSIC MEDICAL SERVICES INC,10/28/2021,1174156,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,6400,85976
2022,9/2/2021,2354087,6887.92,FORENSIC MEDICAL SERVICES INC,10/28/2021,1174156,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,6887.92,85977
2022,10/21/2021,2368029,50,NORTH AMERICAN POLICE WORK DOG ASSOCIATION,10/28/2021,1174184,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Dues,,,,,General Fund,,,50,85978
2022,8/15/2021,2363982,958.8,NET TRANSCRIPTS INC,10/28/2021,1174183,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,958.8,85979
2022,10/1/2021,2351508,3500,AMY S HESS,10/25/2021,1173214,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,3500,87737
2022,9/29/2021,2353935,400.72,BEST STAMP & SEAL CO INC,10/25/2021,1173311,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,400.72,87738
2022,9/30/2021,2353930,27.7,TYLER MOUNTAIN WATER CO INC,10/25/2021,1173299,Louisville Metro Police Department,Metro Government Operations,Supplies,Public & Community Relations Supplies                          ,,,,,General Fund,,,27.7,87739
2022,9/30/2021,2363524,75,HIGHWAY SAFETY SERVICES,10/25/2021,1173256,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,75,87740
2022,9/30/2021,2363525,112.5,HIGHWAY SAFETY SERVICES,10/25/2021,1173256,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,112.5,87741
2022,9/30/2021,2363526,60,HIGHWAY SAFETY SERVICES,10/25/2021,1173256,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,60,87742
2022,9/30/2021,2363527,300,HIGHWAY SAFETY SERVICES,10/25/2021,1173256,Louisville Metro Police Department,Metro Government Operations,Supplies,Safety Barricades,,,,,General Fund,,,300,87743
2022,9/15/2020,2365284,30,SHIVELY ANIMAL CLINIC,10/27/2021,1173958,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,30,87876
2022,8/30/2020,2365285,209.49,SHIVELY ANIMAL CLINIC,10/27/2021,1173958,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,209.49,87879
2022,12/20/2020,2365286,558.45,SHIVELY ANIMAL CLINIC,10/27/2021,1173958,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,558.45,87882
2022,9/22/2020,2365274,227,SHIVELY ANIMAL CLINIC,10/27/2021,1173958,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,227,87884
2022,11/20/2020,2365254,110,SHIVELY ANIMAL CLINIC,10/27/2021,1173958,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,110,87889
2022,11/25/2020,2365255,231.98,SHIVELY ANIMAL CLINIC,10/27/2021,1173958,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,231.98,87894
2022,10/1/2020,2365256,310.98,SHIVELY ANIMAL CLINIC,10/27/2021,1173958,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,310.98,87899
2022,9/23/2020,2365257,140.99,SHIVELY ANIMAL CLINIC,10/27/2021,1173958,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,140.99,87901
2022,9/13/2021,2365119,19,JEFFERSON COUNTY CLERK,10/27/2021,1174038,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Dues,,,,,General Fund,,,19,87906
2022,11/1/2021,2364050,6240,SAMANTHA TEMPLE,10/27/2021,1173953,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Rent Land and Buildings External                          ,,,,,General Fund,,,6240,87908
2022,9/1/2021,2354074,350,LIFE IN MOTION LLC,10/25/2021,1173267,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,350,88072
2022,9/21/2021,2353872,525,LIFE IN MOTION LLC,10/25/2021,1173267,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,525,88141
2022,9/30/2021,2353863,8658,MICHAEL E FREVILLE,10/25/2021,1173275,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,8658,88169
2022,9/30/2021,2364299,2800.18,COVANTA HOLDING CORPORATION,10/25/2021,1173240,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Hazardous Materials Response Supplies                          ,,,,,General Fund,,,2800.18,88186
2022,7/4/2021,2343597,26814.6,AT&T SERVICES INC,10/25/2021,1173217,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Air Cards,,,,,General Fund,,,23692.71,88191
2022,8/4/2021,2343595,27016.49,AT&T SERVICES INC,10/25/2021,1173217,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Air Cards,,,,,General Fund,,,24409.52,88200
2022,8/12/2021,2364053,150181.75,AXON ENTERPRISE INC,10/25/2021,1173220,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Computer Software Rental,,,,,General Fund,,,150181.75,88206
2022,8/12/2021,2364054,14193,AXON ENTERPRISE INC,10/25/2021,1173220,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Computer Software Rental,,,,,General Fund,,,14193,88218
2022,8/19/2021,2364055,132469.75,AXON ENTERPRISE INC,10/25/2021,1173220,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Computer Software Rental,,,,,General Fund,,,132469.75,88224
2022,7/31/2021,2346227,18.79,UNITED PARCEL SERVICE,10/25/2021,1173301,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,18.79,88230
2022,9/21/2021,2363522,1775.5,DJ LEASING LLC,10/25/2021,1173244,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Automotive Repair Services                           ,,,,,General Fund,,,1775.5,88235
2022,9/22/2021,2353886,385,I3-IMAGESOFT INC,10/21/2021,1173043,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Payments to Contractors,,,,,General Fund,,,385,88849
2022,7/26/2021,2328925,2735.85,BEST STAMP & SEAL CO INC,10/21/2021,1173093,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,2735.85,88850
2022,7/26/2021,2328925,2735.85,BEST STAMP & SEAL CO INC,10/21/2021,1173093,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,-2735.85,88851
2022,7/26/2021,2328925,2735.85,BEST STAMP & SEAL CO INC,10/21/2021,1173093,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,2735.85,88852
2022,7/26/2021,2328925,2735.85,BEST STAMP & SEAL CO INC,10/21/2021,1173093,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,-2735.85,88853
2022,7/26/2021,2328925,2735.85,BEST STAMP & SEAL CO INC,10/21/2021,1173093,Louisville Metro Police Department,Metro Government Operations,Supplies,Clothing/Uniform supplies,,,,,General Fund,,,2735.85,88854
2022,9/22/2021,2364037,630.5,LOUISVILLE MECHANICAL SERVICES INC,10/25/2021,1173321,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Equipment Maintenance/Repair Services                          ,,,,,General Fund,,,630.5,89003
2022,9/22/2021,2353929,49.85,FEDEX,10/25/2021,1173246,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Mail & Shipping                             ,,,,,General Fund,,,49.85,89008
2022,10/5/2021,2364025,713.8,OFFICE DEPOT INC,10/25/2021,1173280,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,713.8,89011
2022,9/23/2021,2353699,375.58,OFFICE DEPOT INC,10/25/2021,1173280,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,375.58,89014
2022,9/23/2021,2353700,25.59,OFFICE DEPOT INC,10/25/2021,1173280,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,25.59,89018
2022,9/28/2021,2353891,6175.95,OFFICE DEPOT INC,10/25/2021,1173280,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,6175.95,89022
2022,9/22/2021,2353581,1235.22,SIRCHIE AQUISITION COMPANY LLC,10/25/2021,1173326,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,1235.22,89025
2022,9/20/2021,2353579,1174.95,SIRCHIE AQUISITION COMPANY LLC,10/25/2021,1173326,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,1174.95,89029
2022,10/10/2021,2363976,279,TIMOTHY R BORDEN ENTERPRISES INC DBA T.I.E.S.,10/25/2021,1173294,Louisville Metro Police Department,Metro Government Operations,Supplies,Police Supplies,,,,,General Fund,,,279,89033
2022,10/1/2021,2353913,43.04,OFFICE DEPOT INC,10/25/2021,1173280,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,43.04,89037
2022,2/14/2022,2426355,450,LOUISVILLE TKO INC,3/14/2022,1198576,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,450,90937
2022,2/17/2022,2426449,16983.36,CARAHSOFT TECHNOLOGY CORPORATION,3/14/2022,1198524,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Computer Software Licenses,,,,,General Fund,,,16983.36,90942
2022,1/28/2022,2426438,85.25,KENTUCKIANA REPORTERS,3/14/2022,1198467,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,85.25,90947
2022,2/18/2022,2421213,77.44,CDW LLC,3/16/2022,1198896,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Contractual Non Professional Service Agreements                         ,,,,,General Fund,,,77.44,90949
2022,3/7/2022,2426435,265.5,FARLEY PRINTING COMPANY INC,3/16/2022,1198818,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Printing/Copying                            ,,,,,General Fund,,,265.5,90989
2022,3/3/2022,2426412,780,DELL MARKETING LP,3/16/2022,1198913,Louisville Metro Police Department,Metro Government Operations,Supplies,Office Supplies,,,,,General Fund,,,780,90990
2022,1/28/2022,2426439,624.25,KENTUCKIANA REPORTERS,3/14/2022,1198467,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,624.25,90997
2022,1/28/2022,2426440,451.35,KENTUCKIANA REPORTERS,3/14/2022,1198467,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Professional Services,,,,,General Fund,,,451.35,91002
2022,3/10/2022,2427216,815,AT&T SERVICES INC,3/14/2022,1198520,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,815,91044
2022,3/10/2022,2427219,825,AT&T SERVICES INC,3/14/2022,1198520,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,825,91048
2022,3/10/2022,2427220,275,AT&T SERVICES INC,3/14/2022,1198520,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,275,91051
2022,3/10/2022,2427212,1475,AT&T SERVICES INC,3/14/2022,1198520,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,1475,91054
2022,3/10/2022,2427211,1700,T-MOBILE USA INC,3/14/2022,1198600,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,1700,91057
2022,3/1/2022,2427218,1670,T-MOBILE USA INC,3/14/2022,1198600,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,1670,91060
2022,3/10/2022,2427215,1700,T-MOBILE USA INC,3/14/2022,1198600,Louisville Metro Police Department,Metro Government Operations,Contractual Services,Telephone Services,,,,,General Fund,,,1700,91063
2022,3/10/2022,2426858,286.71,LOUISVILLE GAS & ELECTRIC COMPANY,3/14/2022,1198810,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,286.71,91066
2022,3/10/2022,2426859,899.77,LOUISVILLE GAS & ELECTRIC COMPANY,3/14/2022,1198810,Louisville Metro Police Department,Metro Government Operations,Utility Services,Gas/Electric Utility Services,,,,,General Fund,,,899.77,91070
